sheet_row,old_job_number,agreement,client_type,council,job_sequence,lot_label,lot_number,notes,old_number_shared,postcode,project_number,project_type,respelled,skip_reason,source_stage,street,street_2,street_number,suburb,title_type,json
55,1480,PWA,Developer,City of Salisbury,11,Lot 20,20,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":11,""lot_label"":""Lot 20"",""lot_number"":""20"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
56,1481,PWA,Developer,City of Salisbury,12,Lot 21,21,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":12,""lot_label"":""Lot 21"",""lot_number"":""21"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
57,1482,PWA,Developer,City of Salisbury,13,Lot 22,22,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":13,""lot_label"":""Lot 22"",""lot_number"":""22"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
58,1483,PWA,Developer,City of Salisbury,14,Lot 23,23,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":14,""lot_label"":""Lot 23"",""lot_number"":""23"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
59,1484,PWA,Developer,City of Salisbury,15,Lot 24,24,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":15,""lot_label"":""Lot 24"",""lot_number"":""24"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
60,1485,PWA,Developer,City of Salisbury,16,Lot 25,25,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":16,""lot_label"":""Lot 25"",""lot_number"":""25"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
61,1486,PWA,Developer,City of Salisbury,17,Lot 26,26,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":17,""lot_label"":""Lot 26"",""lot_number"":""26"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
62,1487,PWA,Developer,City of Salisbury,18,Lot 27,27,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":18,""lot_label"":""Lot 27"",""lot_number"":""27"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
63,1488,PWA,Developer,City of Salisbury,19,Lot 28,28,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":19,""lot_label"":""Lot 28"",""lot_number"":""28"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
64,1489,PWA,Developer,City of Salisbury,20,Lot 29,29,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":20,""lot_label"":""Lot 29"",""lot_number"":""29"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
65,1490,PWA,Developer,City of Salisbury,21,Lot 30,30,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":21,""lot_label"":""Lot 30"",""lot_number"":""30"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
66,1491,PWA,Developer,City of Salisbury,22,Lot 31,31,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":22,""lot_label"":""Lot 31"",""lot_number"":""31"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
67,1492,PWA,Developer,City of Salisbury,23,Lot 32,32,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":23,""lot_label"":""Lot 32"",""lot_number"":""32"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
68,1493,PWA,Developer,City of Salisbury,24,Lot 33,33,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":24,""lot_label"":""Lot 33"",""lot_number"":""33"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
69,1494,PWA,Developer,City of Salisbury,25,Lot 34,34,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":25,""lot_label"":""Lot 34"",""lot_number"":""34"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
70,1495,PWA,Developer,City of Salisbury,26,Lot 35,35,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":26,""lot_label"":""Lot 35"",""lot_number"":""35"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
71,1496,PWA,Developer,City of Salisbury,27,Lot 36,36,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":27,""lot_label"":""Lot 36"",""lot_number"":""36"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
72,1497,PWA,Developer,City of Salisbury,28,Lot 37,37,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":28,""lot_label"":""Lot 37"",""lot_number"":""37"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
73,1498,PWA,Developer,City of Salisbury,29,Lot 38,38,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":29,""lot_label"":""Lot 38"",""lot_number"":""38"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
74,1499,PWA,Developer,City of Salisbury,30,Lot 39,39,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":30,""lot_label"":""Lot 39"",""lot_number"":""39"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
75,1500,PWA,Developer,City of Salisbury,31,Lot 40,40,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":31,""lot_label"":""Lot 40"",""lot_number"":""40"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
76,1501,PWA,Developer,City of Salisbury,32,Lot 41,41,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":32,""lot_label"":""Lot 41"",""lot_number"":""41"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
77,1502,PWA,Developer,City of Salisbury,33,Lot 42,42,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":33,""lot_label"":""Lot 42"",""lot_number"":""42"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
78,1503,PWA,Developer,City of Salisbury,34,Lot 43,43,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":34,""lot_label"":""Lot 43"",""lot_number"":""43"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
79,1504,PWA,Developer,City of Salisbury,35,Lot 44,44,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":35,""lot_label"":""Lot 44"",""lot_number"":""44"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
80,1505,PWA,Developer,City of Salisbury,36,Lot 45,45,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":36,""lot_label"":""Lot 45"",""lot_number"":""45"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
81,1506,PWA,Developer,City of Salisbury,37,Lot 46,46,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":37,""lot_label"":""Lot 46"",""lot_number"":""46"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
82,1507,PWA,Developer,City of Salisbury,38,Lot 47,47,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":38,""lot_label"":""Lot 47"",""lot_number"":""47"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
83,1508,PWA,Developer,City of Salisbury,39,Lot 48,48,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":39,""lot_label"":""Lot 48"",""lot_number"":""48"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
84,1509,PWA,Developer,City of Salisbury,40,Lot 49,49,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":40,""lot_label"":""Lot 49"",""lot_number"":""49"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
85,1510,PWA,Developer,City of Salisbury,41,Lot 50,50,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":41,""lot_label"":""Lot 50"",""lot_number"":""50"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
86,1511,PWA,Developer,City of Salisbury,42,Lot 51,51,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":42,""lot_label"":""Lot 51"",""lot_number"":""51"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
87,1512,PWA,Developer,City of Salisbury,43,Lot 52,52,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":43,""lot_label"":""Lot 52"",""lot_number"":""52"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
88,1513,PWA,Developer,City of Salisbury,44,Lot 53,53,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":44,""lot_label"":""Lot 53"",""lot_number"":""53"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
89,1514,PWA,Developer,City of Salisbury,45,Lot 54,54,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":45,""lot_label"":""Lot 54"",""lot_number"":""54"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
90,1515,PWA,Developer,City of Salisbury,46,Lot 55,55,,,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":46,""lot_label"":""Lot 55"",""lot_number"":""55"",""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
91,1516,PWA,Retail,City of Norwood Payneham & St Peters,1,,,,True,5070,1021,residential,,,on hold,Addison Ave,,9,Marden,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Norwood Payneham & St Peters"",""job_sequence"":1,""old_number_shared"":true,""postcode"":""5070"",""project_number"":1021,""project_type"":""residential"",""source_stage"":""on hold"",""street"":""Addison Ave"",""street_number"":""9"",""suburb"":""Marden""}"
92,1516,PWA,Developer,City of Salisbury,47,Lot 56,56,,True,5108,1020,residential,,,,Greentree Blvd,,84-88,Paralowie,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Salisbury"",""job_sequence"":47,""lot_label"":""Lot 56"",""lot_number"":""56"",""old_number_shared"":true,""postcode"":""5108"",""project_number"":1020,""project_type"":""residential"",""street"":""Greentree Blvd"",""street_number"":""84-88"",""suburb"":""Paralowie""}"
